renovation,area,city,floor,rooms,house_floors,house_wall_type,build_year,price
,39.1,Санкт-Петербург,10,1,19,Монолитный,2021,7903986.800000001
Отсутствует,35.9,Санкт-Петербург,9,1,12,Монолитный,2022,7799993.0
Отсутствует,36.81,Санкт-Петербург,9,1,13,Монолитный,2023,7651252.98
Предчистовая отделка,32.9,Санкт-Петербург,11,1,20,Кирпично-монолитный,2022,7649973.8
Отличный,37.5,Санкт-Петербург,6,1,24,Кирпичный,2022,7949100.0
С отделкой,36.0,Санкт-Петербург,9,1,9,Кирпичный,1988,7599996.0
,39.3,Санкт-Петербург,11,1,12,Панельный,1991,7734986.699999999
Косметический,34.6,Санкт-Петербург,12,1,16,Монолитный,2009,7899975.800000001
Косметический,35.7,Санкт-Петербург,8,1,9,Панельный,1976,7499998.800000001
Косметический,39.1,Санкт-Петербург,12,1,12,Кирпичный,1993,7549975.4
Косметический,39.1,Санкт-Петербург,12,1,12,Панельный,1993,7549975.4
,37.4,Санкт-Петербург,14,1,24,Кирпично-монолитный,2022,7236900.0
,37.3,Санкт-Петербург,7,1,10,Кирпичный,1974,7299982.999999999
,28.1,Санкт-Петербург,15,1,24,Кирпично-монолитный,2021,6999991.0
,36.0,Санкт-Петербург,14,1,24,Кирпично-монолитный,2022,7002000.0
Отсутствует,40.0,Санкт-Петербург,11,1,13,Монолитный,2023,7600000.0
Косметический,32.8,Санкт-Петербург,6,1,14,Кирпично-монолитный,2023,7299967.999999999
,34.8,Санкт-Петербург,15,1,24,Кирпично-монолитный,2022,6848639.999999999
,35.9,Санкт-Петербург,15,1,24,Кирпично-монолитный,2022,6982550.0
,39.0,Санкт-Петербург,9,1,13,Монолитный,2022,7249983.0
,34.8,Санкт-Петербург,14,1,24,Кирпично-монолитный,2022,6848639.999999999
Косметический,34.4,Санкт-Петербург,15,1,25,Монолитный,2020,6749968.0
Отсутствует,37.0,Санкт-Петербург,8,1,13,Монолитный,2023,7149954.0
С отделкой,39.02,Санкт-Петербург,8,1,13,Кирпично-монолитный,2022,7299978.66
,29.3,Санкт-Петербург,10,1,13,Кирпично-монолитный,2023,7018815.0
,35.0,Санкт-Петербург,16,1,24,Кирпично-монолитный,2022,6758500.0
,33.7,Санкт-Петербург,17,1,24,Кирпично-монолитный,2022,6746740.000000001
,34.7,Санкт-Петербург,13,1,24,Кирпично-монолитный,2022,6811610.000000001
,33.7,Санкт-Петербург,14,1,24,Кирпично-монолитный,2022,6746740.000000001
Предчистовая отделка,29.3,Санкт-Петербург,10,1,13,Монолитный,2023,7017994.600000001
,33.8,Санкт-Петербург,16,1,24,Кирпично-монолитный,2022,6766759.999999999
,33.7,Санкт-Петербург,13,1,24,Кирпично-монолитный,2022,6729890.000000001
,42.1,Санкт-Петербург,14,1,24,Кирпично-монолитный,2022,6630750.0
,41.9,Санкт-Петербург,13,1,24,Кирпично-монолитный,2022,6578300.0
Косметический,30.7,Санкт-Петербург,12,1,24,Кирпичный,2022,6799988.6
Косметический,34.93,Санкт-Петербург,9,1,14,Монолитный,2023,6899967.41
,42.2,Санкт-Петербург,12,1,24,Кирпично-монолитный,2022,6625400.0
Чистовая отделка,35.0,Санкт-Петербург,14,1,24,Кирпично-монолитный,2023,6499990.0
,35.0,Санкт-Петербург,13,1,25,Смешанные,2018,6799975.0
Дизайнерский,40.0,Санкт-Петербург,9,1,12,Монолитный,2017,6700000.0
,39.2,Санкт-Петербург,9,1,12,Кирпичный,2017,6699985.600000001
,42.2,Санкт-Петербург,11,1,24,Кирпично-монолитный,2022,6625400.0
Средний,34.0,Санкт-Петербург,9,1,15,Монолитно-кирпичный,2022,6779974.0
,31.9,Санкт-Петербург,11,1,27,Монолитный,2023,6399969.399999999
Косметический,40.0,Санкт-Петербург,9,1,12,Монолитный,2017,6600000.0
,29.0,Санкт-Петербург,11,1,13,Монолитно-кирпичный,2021,7018812.0
,42.1,Санкт-Петербург,10,1,24,Кирпично-монолитный,2022,6609700.0
,30.9,Санкт-Петербург,11,1,24,Кирпичный,2022,6599992.8
,33.5,Санкт-Петербург,10,1,13,Кирпично-монолитный,2022,6399974.0
,35.0,Санкт-Петербург,10,1,13,Кирпично-монолитный,2023,7000000.0
,36.78,Санкт-Петербург,8,1,13,Монолитно-кирпичный,2023,6989965.44
Отсутствует,35.3,Санкт-Петербург,10,1,13,Монолитный,2021,6199986.1
,35.0,Санкт-Петербург,11,1,12,Панельный,2022,6300000.0
Отсутствует,36.5,Санкт-Петербург,9,1,13,Монолитный,2022,6899996.5
Косметический,34.0,Санкт-Петербург,7,1,15,Монолитный,2022,6898974.0
Отсутствует,37.27,Санкт-Петербург,11,1,13,Монолитный,2022,6199976.3100000005
Отсутствует,34.0,Санкт-Петербург,7,1,13,Кирпично-монолитный,2020,6699972.0
Предчистовая отделка,37.1,Санкт-Петербург,7,1,13,Кирпично-монолитный,2023,6699963.2
,35.0,Санкт-Петербург,8,1,13,Монолитный,2022,6046880.0
,37.0,Санкт-Петербург,8,1,13,Монолитно-кирпичный,2023,5921998.0
Отсутствует,34.72,Санкт-Петербург,9,1,13,Монолитный,2025,5999997.92
Отсутствует,33.8,Санкт-Петербург,6,1,14,Монолитно-кирпичный,2022,6499976.6
Косметический,33.3,Санкт-Петербург,6,1,14,Панельный,2021,6599993.399999999
,36.47,Санкт-Петербург,9,1,14,Монолитно-кирпичный,2022,5959963.87
,39.0,Санкт-Петербург,9,1,13,Монолитный,2022,5829993.0
Отсутствует,33.0,Санкт-Петербург,9,1,13,Кирпично-монолитный,2022,5998971.0
,37.4,Санкт-Петербург,7,1,14,Монолитно-кирпичный,2022,6499970.399999999
Предчистовая отделка,35.3,Санкт-Петербург,5,1,16,Кирпично-монолитный,2023,6455981.699999999
,33.4,Санкт-Петербург,5,1,14,Панельный,2022,6299974.8
Отсутствует,31.9,Санкт-Петербург,12,1,14,Монолитный,2023,6249975.6
,34.98,Санкт-Петербург,8,1,13,Монолитный,2023,5759981.699999999
,37.0,Санкт-Петербург,6,1,13,Монолитно-кирпичный,2023,6764969.0
,40.14,Санкт-Петербург,6,1,13,Монолитно-кирпичный,2023,6499990.62
,29.4,Санкт-Петербург,3,1,13,Монолитный,2022,6449977.8
Отсутствует,27.5,Санкт-Петербург,12,1,13,Монолитный,2023,6199985.0
,37.6,Санкт-Петербург,10,1,13,Монолитно-кирпичный,2023,6099998.4
Отсутствует,31.6,Санкт-Петербург,10,1,19,Монолитный,2021,6289980.0
,32.0,Санкт-Петербург,13,1,13,Монолитный,2020,5949984.0
,39.0,Санкт-Петербург,11,1,13,Монолитно-кирпичный,2021,5979987.0
Косметический,39.3,Санкт-Петербург,2,1,14,Панельный,1999,6399965.699999999
Косметический,34.3,Санкт-Петербург,11,1,14,Панельный,2021,6399968.399999999
Отсутствует,34.3,Санкт-Петербург,7,1,13,Кирпично-монолитный,2023,6999978.3
Косметический,34.7,Санкт-Петербург,3,1,12,Кирпичный,1992,6449966.600000001
Отсутствует,37.14,Санкт-Петербург,2,1,13,Монолитный,2022,6099985.0200000005
,35.9,Санкт-Петербург,10,1,14,Монолитно-кирпичный,2023,7249969.1
Косметический,33.4,Санкт-Петербург,4,1,10,Панельный,1989,6299974.8
Косметический,38.9,Санкт-Петербург,1,1,12,Блочный,1995,6189962.5
Отсутствует,37.0,Санкт-Петербург,6,1,13,Монолитный,2022,7199978.0
,32.18,Санкт-Петербург,5,1,13,Кирпичный,2022,7289992.84
,36.0,Санкт-Петербург,8,1,12,Панельный,1992,7200000.0
Косметический,32.0,Санкт-Петербург,15,1,25,Кирпично-монолитный,2022,6989984.0
Косметический,41.5,Санкт-Петербург,7,1,9,Панельный,1996,7149993.5
Косметический,31.0,Санкт-Петербург,4,1,9,Панельный,1971,6299975.0
,31.6,Санкт-Петербург,4,1,9,Панельный,1971,6299997.2
Хороший,30.9,Санкт-Петербург,3,1,9,Панельный,1973,6199992.3
Отсутствует,36.7,Санкт-Петербург,6,1,9,Кирпичный,1988,7199989.500000001
Косметический,45.5,Санкт-Петербург,6,1,10,Панельный,1996,6899984.0
Косметический,28.8,Санкт-Петербург,2,1,10,Кирпичный,1968,6149980.8
Косметический,34.7,Санкт-Петербург,2,1,9,Панельный,1974,6199987.800000001
Косметический,38.6,Санкт-Петербург,5,1,12,Панельный,1987,7199980.8
Косметический,34.2,Санкт-Петербург,5,1,9,Панельный,1988,7149988.800000001
,33.3,Санкт-Петербург,2,1,9,Кирпично-монолитный,1973,5999993.999999999
Косметический,32.4,Санкт-Петербург,1,1,9,Панельный,1974,5999994.0
,29.3,Санкт-Петербург,3,1,9,Панельный,1974,5899994.5
,33.0,Санкт-Петербург,1,1,9,Панельный,1978,6099984.0
Косметический,36.81,Санкт-Петербург,4,1,9,Кирпичный,1976,6999973.65
Хороший,31.0,Санкт-Петербург,4,1,10,Панельный,1989,6949983.0
Отсутствует,32.0,Санкт-Петербург,2,1,9,Панельный,1974,5900000.0
Отсутствует,34.0,Санкт-Петербург,2,1,9,Панельный,1975,5749978.0
Косметический,31.0,Санкт-Петербург,4,1,9,Панельный,1971,5849979.0
Косметический,34.6,Санкт-Петербург,4,1,9,Кирпичный,1968,6879967.800000001
Косметический,30.0,Санкт-Петербург,4,1,12,Кирпичный,1979,6949980.0
Косметический,30.9,Санкт-Петербург,2,1,9,Панельный,1970,5749995.6
Косметический,34.8,Санкт-Петербург,4,1,12,Кирпичный,1970,5798967.6
Отсутствует,31.5,Санкт-Петербург,5,1,9,Панельный,1969,5749978.5
,35.0,Санкт-Петербург,5,1,14,Кирпичный,1974,6989990.0
Косметический,30.6,Санкт-Петербург,2,1,9,Панельный,1971,5649984.0
Косметический,31.1,Санкт-Петербург,3,1,9,Панельный,1966,5599990.4
Косметический,35.0,Санкт-Петербург,4,1,12,Кирпичный,1969,5600000.0
Косметический,31.3,Санкт-Петербург,5,1,9,Панельный,1969,5549990.8
Косметический,38.0,Санкт-Петербург,6,1,16,Панельный,1981,6899964.0
,35.7,Санкт-Петербург,4,1,14,Кирпичный,1972,6999984.600000001
Отсутствует,32.0,Санкт-Петербург,2,1,9,Панельный,1973,5500000.0
Косметический,31.2,Санкт-Петербург,2,1,7,Панельный,1965,5399971.2
Косметический,39.0,Санкт-Петербург,5,1,16,Панельный,1981,6999993.0
Хороший,29.1,Санкт-Петербург,6,1,9,Панельный,1974,5449993.5
