renovation,area,city,floor,rooms,house_floors,house_wall_type,build_year,price
Отсутствует,56.0,Казань,6,2,10,Кирпичный,2021,8499960.0
Дизайнерский,44.0,Казань,10,2,11,Кирпичный,2022,8889980.0
Косметический,74.3,Казань,7,2,9,Кирпичный,2006,8499994.299999999
Отсутствует,56.0,Казань,3,2,9,Кирпичный,2022,8489992.0
Отсутствует,53.45,Казань,9,2,9,Монолитный,2023,8999964.450000001
,56.0,Казань,4,2,10,Монолитно-кирпичный,2021,8499960.0
,56.7,Казань,11,2,12,Кирпичный,2019,9189992.700000001
Отсутствует,52.6,Казань,4,2,9,Кирпичный,2022,8499949.6
Косметический,67.0,Казань,8,2,12,Кирпичный,2011,9199971.0
,78.0,Казань,3,2,16,Кирпично-монолитный,1999,8849958.0
Отсутствует,59.9,Казань,2,2,10,Кирпичный,2023,8599962.799999999
Предчистовая отделка,49.0,Казань,2,2,9,Кирпичный,2022,8549961.0
,62.0,Казань,4,2,9,Кирпичный,2022,8599958.0
,82.1,Казань,3,2,18,Монолитный,2000,8699972.799999999
Отсутствует,57.14,Казань,5,2,9,Кирпично-монолитный,2023,8889955.48
Отсутствует,50.7,Казань,9,2,10,Кирпичный,2024,9399982.8
,66.4,Казань,4,2,4,Кирпичный,2011,8799992.0
Отсутствует,52.5,Казань,5,2,18,Кирпично-монолитный,2022,8949990.0
,66.0,Казань,10,2,18,Кирпично-монолитный,2011,9198948.0
Дизайнерский,65.5,Казань,16,2,20,Кирпичный,2016,9199999.0
,55.6,Казань,12,2,19,Кирпичный,2016,8899947.6
,64.1,Казань,6,2,15,Кирпичный,1998,9098995.0
,79.0,Казань,8,2,9,Кирпичный,2007,9498960.0
,52.3,Казань,15,2,16,Монолитный,2010,9198994.7
Косметический,57.7,Казань,11,2,14,Кирпичный,2005,8798961.5
,63.0,Казань,9,3,9,Панельный,1977,9499959.0
,54.6,Казань,11,2,16,Кирпично-монолитный,1999,8599991.4
,71.6,Казань,7,3,10,Кирпичный,2010,9199955.6
Косметический,63.2,Казань,3,2,16,Монолитный,2012,8989947.200000001
,53.0,Казань,10,2,16,Кирпичный,2011,8299959.0
,63.5,Казань,3,3,9,Панельный,1984,9149969.0
Косметический,67.0,Казань,2,3,10,Панельный,1968,9099940.0
Отсутствует,68.0,Казань,8,3,9,Панельный,1988,8898956.0
,69.0,Казань,8,3,10,Кирпичный,2006,8799984.0
Косметический,78.5,Казань,5,3,18,Кирпичный,2011,8989977.0
Косметический,65.8,Казань,7,3,9,Панельный,1981,8659938.0
,75.1,Казань,7,4,10,Кирпичный,1995,8799992.7
,67.0,Казань,7,3,10,Панельный,1997,8649968.0
,68.3,Казань,7,3,9,Панельный,1981,8659961.9
Отсутствует,80.0,Казань,7,3,19,Панельный,2021,8800000.0
Косметический,67.8,Казань,3,3,19,Кирпичный,2019,8849934.0
Отсутствует,75.5,Казань,7,3,19,Панельный,2021,8599978.5
,69.9,Казань,6,3,10,Панельный,2003,8548979.700000001
,81.7,Казань,1,3,14,Панельный,2016,8998928.200000001
Отсутствует,72.0,Казань,9,3,17,Кирпично-монолитный,2021,8499960.0
Отсутствует,75.5,Казань,7,3,19,Панельный,2021,8499941.0
Хороший,65.5,Казань,1,3,10,Панельный,2009,8849967.0
Отсутствует,74.9,Казань,11,3,17,Панельный,2021,8499951.600000001
Косметический,72.1,Казань,1,3,10,Монолитный,2021,8599943.799999999
,69.3,Казань,6,3,19,Монолитный,2018,8389943.1
,64.6,Казань,3,3,10,Панельный,2007,8599939.6
,70.3,Казань,2,3,9,Панельный,1995,8699976.5
,66.0,Казань,8,3,9,Панельный,1977,8799978.0
Отсутствует,80.0,Казань,5,3,10,Панельный,2021,8450000.0
,60.0,Казань,1,3,7,Кирпичный,2021,8499960.0
Косметический,72.9,Казань,1,3,9,Кирпичный,2002,8699958.9
,69.0,Казань,8,3,10,Панельный,2010,8648943.0
Предчистовая отделка,57.0,Казань,3,2,4,Кирпично-монолитный,2013,8399976.0
,62.0,Казань,1,3,10,Иные,1994,8499952.0
Отсутствует,69.2,Казань,3,3,9,Панельный,1992,8799956.4
,66.0,Казань,1,3,10,Панельный,1996,8599998.0
Косметический,67.9,Казань,3,3,14,Кирпичный,1993,8799975.8
,65.8,Казань,7,3,9,Панельный,1986,8899976.4
,68.5,Казань,9,3,9,Панельный,1988,8699979.5
,73.0,Казань,3,3,19,Панельный,2020,8999951.0
,73.5,Казань,10,3,10,Кирпичный,2023,10499989.5
Косметический,69.3,Казань,8,3,10,Кирпичный,2012,10299989.7
,76.3,Казань,4,4,9,Иные,1983,9999954.299999999
Косметический,75.7,Казань,2,3,5,Иные,1960,10299969.1
,65.5,Казань,3,3,10,Панельный,1998,9994972.5
Косметический,76.5,Казань,2,4,10,Иные,1996,9899941.5
Косметический,65.9,Казань,1,3,9,Иные,1997,9999995.5
,73.6,Казань,1,3,3,Кирпичный,1958,9799987.2
,76.7,Казань,6,3,19,Кирпично-монолитный,2015,9948987.1
,80.4,Казань,1,2,5,Кирпичный,1994,9999991.200000001
,81.6,Казань,2,3,7,Кирпичный,1955,9498974.399999999
Косметический,76.0,Казань,1,3,14,Кирпичный,2001,9500000.0
Предчистовая отделка,80.6,Казань,3,3,4,Кирпичный,2013,9399975.0
,62.3,Казань,11,2,16,Кирпичный,2020,9599993.9
Косметический,73.8,Казань,10,3,10,Кирпичный,2010,9299980.799999999
Косметический,65.5,Казань,4,3,10,Панельный,1995,9499989.0
,72.1,Казань,5,3,6,Монолитный,1997,9149994.7
,60.0,Казань,10,2,18,Кирпично-монолитный,2016,9559980.0
,71.0,Казань,10,3,10,Кирпичный,2010,9149983.0
Косметический,65.5,Казань,6,3,9,Панельный,1978,9399970.5
,65.2,Казань,6,3,9,Кирпичный,1987,8999947.200000001
,66.3,Казань,7,3,9,Панельный,1991,8899979.4
,81.4,Казань,4,3,4,Кирпичный,2011,9399990.600000001
Косметический,65.0,Казань,5,3,9,Иные,1985,8799960.0
,65.8,Казань,7,3,9,Панельный,1981,8989990.799999999
,67.3,Казань,3,3,17,Кирпичный,2021,9389965.2
,65.5,Казань,6,3,9,Панельный,1978,9399970.5
Отсутствует,72.0,Казань,11,3,25,Кирпично-монолитный,2022,9598968.0
Косметический,70.0,Казань,10,3,10,Кирпичный,2007,9299990.0
,50.8,Казань,8,2,10,Кирпичный,2002,9349994.0
,55.7,Казань,6,2,9,Кирпичный,2002,9349969.1
Отсутствует,70.63,Казань,12,3,25,Монолитный,2018,9499946.889999999
,70.0,Казань,1,3,5,Кирпичный,1937,9399950.0
Косметический,81.6,Казань,4,3,4,Кирпичный,1955,9499953.6
Косметический,52.0,Казань,8,1,12,Кирпичный,2007,8989968.0
,57.6,Казань,2,2,5,Монолитный,1958,9749952.0
,57.8,Казань,4,3,5,Кирпичный,1969,9549947.2
Отсутствует,55.95,Казань,2,2,10,Кирпичный,2022,9498967.200000001
Дизайнерский,66.0,Казань,9,3,10,Панельный,2002,9589998.0
Косметический,29.0,Казань,8,1,9,Монолитно-кирпичный,2021,8999976.0
Отсутствует,41.7,Казань,10,1,10,Кирпичный,2019,8949987.600000001
Косметический,47.0,Казань,9,1,9,Кирпичный,2001,8699982.0
Отсутствует,59.7,Казань,3,2,12,Кирпичный,2021,9389974.200000001
Косметический,38.2,Казань,10,1,11,Кирпичный,2014,8469971.4
Косметический,48.8,Казань,3,1,9,Кирпичный,2003,8499984.0
,52.0,Казань,9,1,9,Кирпичный,2006,8450000.0
,40.0,Казань,4,1,14,Кирпичный,2015,8600000.0
Дизайнерский,43.3,Казань,12,0,24,Кирпичный,2014,8599986.2
,50.9,Казань,9,1,9,Кирпичный,2006,8398958.1
,44.3,Казань,1,1,10,Кирпичный,2008,8249988.999999999
Отсутствует,41.0,Казань,3,1,24,Кирпичный,2021,8599996.0
,42.8,Казань,3,1,10,Кирпичный,2014,8349980.399999999
Косметический,48.0,Казань,3,1,13,Кирпично-монолитный,2023,8499984.0
,44.8,Казань,3,1,13,Кирпичный,2021,8499993.6
Отсутствует,45.7,Казань,2,1,9,Кирпично-монолитный,2023,8162568.4
Косметический,41.6,Казань,2,1,10,Монолитный,2022,8399996.8
,37.0,Казань,4,1,6,Кирпичный,2023,7799970.0
Дизайнерский,40.2,Казань,2,1,8,Кирпичный,2023,8249964.600000001
Дизайнерский,36.6,Казань,2,1,8,Монолитный,2022,7949995.800000001
Косметический,34.0,Казань,2,1,10,Кирпичный,2017,8500000.0
,39.0,Казань,2,1,9,Кирпичный,2021,8449974.0
Отсутствует,47.1,Казань,2,1,5,Кирпичный,2022,7949961.9
Косметический,42.0,Казань,5,1,9,Кирпичный,2013,7999992.0
,56.0,Казань,2,1,10,Кирпичный,2008,8198960.0
Отсутствует,50.0,Казань,4,1,10,Кирпичный,2014,8200000.0
,40.7,Казань,4,1,12,Панельный,2016,7999992.000000001
,40.0,Казань,2,1,10,Кирпичный,2005,8000000.0
,34.2,Казань,5,1,10,Кирпичный,2005,7999995.600000001
,44.3,Казань,2,1,9,Панельный,2002,8099989.199999999
Косметический,36.88,Казань,3,1,20,Монолитный,2015,8699992.0
Отсутствует,61.5,Казань,8,3,10,Кирпичный,1995,9699964.5
Косметический,33.9,Казань,1,1,10,Иные,1990,7999993.199999999
,36.4,Казань,6,1,10,Кирпичный,2016,8499982.4
,38.9,Казань,7,1,12,Кирпичный,2015,8997997.9
Отсутствует,70.1,Казань,13,3,25,Кирпично-монолитный,2022,8999998.799999999
,43.2,Казань,2,2,5,Кирпичный,1961,9499982.4
,34.5,Казань,1,1,14,Кирпичный,1981,7998997.5
,60.7,Казань,8,3,9,Кирпичный,1987,9699981.4
Дизайнерский,31.3,Казань,7,1,9,Кирпичный,2023,8489999.8
,49.2,Казань,3,2,5,Кирпичный,1980,9499978.8
,81.0,Казань,1,3,10,Кирпичный,2007,9649935.0
Косметический,81.1,Казань,1,4,9,Кирпичный,1977,9699965.5
,62.0,Казань,7,3,9,Кирпичный,1979,9899974.0
Косметический,75.2,Казань,6,4,9,Кирпичный,1979,9498963.200000001
Предчистовая отделка,55.78,Казань,15,2,16,Кирпично-монолитный,2023,9699974.66
Отсутствует,60.5,Казань,15,2,22,Кирпично-монолитный,2023,9740500.0
,65.5,Казань,9,2,9,Панельный,1984,9889976.0
Дизайнерский,71.0,Казань,9,3,9,Панельный,1973,9639954.0
,51.0,Казань,16,2,18,Кирпично-монолитный,2017,9499974.0
,58.0,Казань,2,2,9,Панельный,1977,9649982.0
,48.9,Казань,15,2,21,Панельный,2020,9299997.6
Косметический,51.2,Казань,17,2,20,Кирпичный,2024,9600000.0
,49.8,Казань,2,2,9,Блочный,1977,9649995.0
,46.3,Казань,17,1,18,Кирпично-монолитный,2021,9289956.1
Отсутствует,39.5,Казань,9,1,19,Кирпичный,2022,9085000.0
,62.2,Казань,1,3,10,Кирпичный,2021,9999956.200000001
,40.6,Казань,17,1,25,Кирпичный,2020,8999964.4
Косметический,47.2,Казань,7,1,15,Монолитный,2018,9049986.4
,37.6,Казань,12,1,19,Монолитный,2018,8999973.6
Косметический,77.6,Казань,9,4,10,Кирпичный,1997,9989991.2
,75.0,Казань,1,3,9,Кирпичный,2016,9999975.0
Дизайнерский,65.0,Казань,1,3,10,Кирпичный,2021,10199995.0
Косметический,60.0,Казань,7,2,19,Кирпичный,2017,10299960.0
,70.0,Казань,4,3,10,Панельный,2002,10299940.0
,52.0,Казань,8,2,22,Кирпичный,2021,10299952.0
Дизайнерский,62.8,Казань,12,2,16,Кирпичный,2018,9999958.0
Дизайнерский,62.8,Казань,12,2,14,Кирпично-монолитный,2017,9999958.0
,62.6,Казань,12,2,18,Иные,2015,9849984.8
Отсутствует,49.0,Казань,16,2,25,Монолитный,2022,10099978.0
,64.7,Казань,10,2,16,Кирпичный,2010,9749966.5
,52.0,Казань,11,2,18,Кирпично-монолитный,2017,9849996.0
Отсутствует,51.3,Казань,11,2,19,Монолитно-кирпичный,2023,9979953.299999999
Дизайнерский,53.0,Казань,16,2,17,Монолитный,2017,9899976.0
Косметический,81.0,Казань,10,2,15,Кирпичный,2005,9699993.0
,48.7,Казань,8,1,9,Кирпичный,2005,9899979.5
Косметический,53.1,Казань,2,2,17,Иные,2016,9949984.200000001
,48.3,Казань,2,2,19,Монолитный,2017,9799973.399999999
Отсутствует,53.3,Казань,16,2,19,Монолитный,2021,9853890.799999999
,47.6,Казань,12,2,19,Монолитный,2019,9948971.200000001
Косметический,44.5,Казань,1,1,7,Кирпичный,2005,9799968.0
Отсутствует,52.5,Казань,12,2,19,Кирпичный,2021,9999990.0
Предчистовая отделка,44.5,Казань,3,1,17,Монолитный,2022,9498970.0
Предчистовая отделка,44.5,Казань,3,1,17,Монолитный,2022,9699976.5
Хороший,47.3,Казань,5,1,9,Кирпичный,2005,9599960.7
Отсутствует,55.7,Казань,14,2,26,Кирпично-монолитный,2021,9998985.5
,39.9,Казань,3,1,19,Монолитный,2015,9498993.0
,35.0,Казань,2,1,9,Монолитный,2023,9398970.0
,37.3,Казань,5,1,9,Кирпичный,2013,9349991.0
Отсутствует,37.0,Казань,14,1,17,Кирпично-монолитный,2022,9250000.0
Дизайнерский,44.0,Казань,1,1,10,Кирпично-монолитный,2022,9799988.0
Дизайнерский,36.7,Казань,2,1,10,Панельный,2001,9179991.200000001
,42.3,Казань,2,1,6,Кирпичный,2022,9199996.2
,46.1,Казань,6,1,9,Кирпичный,2007,9199992.6
,53.1,Казань,4,1,9,Кирпичный,2008,8929986.3
Отсутствует,29.7,Казань,3,1,5,Кирпичный,1967,8899991.1
Дизайнерский,37.0,Казань,3,1,7,Кирпично-монолитный,2021,8599984.0
Отсутствует,37.0,Казань,14,1,17,Кирпично-монолитный,2022,9299987.0
Отсутствует,41.7,Казань,4,2,5,Кирпичный,1963,8899989.3
,80.4,Казань,7,4,9,Панельный,1998,10499998.8
Отсутствует,50.0,Казань,3,2,5,Кирпично-монолитный,2023,8750000.0
Отсутствует,39.5,Казань,12,1,17,Кирпично-монолитный,2022,9480000.0
Косметический,43.7,Казань,2,2,5,Кирпичный,1993,8698965.700000001
Дизайнерский,54.0,Казань,1,2,9,Кирпичный,2020,8599986.0
,43.0,Казань,5,2,6,Кирпичный,1961,8499982.0
,61.0,Казань,5,2,5,Кирпичный,1956,8399944.0
,66.9,Казань,4,3,10,Панельный,1999,10499955.0
,57.0,Казань,7,2,9,Кирпичный,2018,10499970.0
Дизайнерский,58.3,Казань,4,2,4,Кирпичный,1955,8399980.6
Дизайнерский,56.3,Казань,3,3,9,Кирпичный,1975,10499950.0
,52.0,Казань,6,2,10,Кирпичный,2019,10400000.0
,65.7,Казань,6,2,14,Кирпичный,2011,10498991.4
Косметический,73.6,Казань,9,3,9,Кирпичный,1995,10499996.799999999
,52.8,Казань,9,2,10,Блочный,2004,10499966.399999999
,73.3,Казань,5,2,5,Кирпичный,2013,10499931.799999999
Дизайнерский,51.3,Казань,1,2,17,Монолитный,2019,10119951.0
,66.3,Казань,1,2,16,Кирпичный,2017,9949972.5
Дизайнерский,65.0,Казань,1,2,6,Кирпичный,2014,9799985.0
,55.8,Казань,16,2,20,Монолитно-кирпичный,2019,10498993.2
Отсутствует,67.8,Казань,18,2,18,Кирпичный,2021,10499982.6
Косметический,53.88,Казань,19,2,24,Кирпично-монолитный,2023,10499972.76
Отсутствует,48.5,Казань,3,2,25,Кирпично-монолитный,2023,10443990.0
Косметический,39.7,Казань,4,1,19,Кирпичный,2011,10389966.4
Дизайнерский,47.3,Казань,4,1,18,Кирпично-монолитный,2021,10399992.899999999
Дизайнерский,53.8,Казань,4,1,5,Кирпичный,2021,10199995.799999999
Отсутствует,54.35,Казань,3,1,7,Кирпичный,2024,10349979.200000001
,53.8,Казань,3,1,9,Кирпичный,2008,10299956.2
,37.0,Казань,5,1,5,Монолитный,2020,9949966.0
,48.0,Казань,16,1,18,Кирпично-монолитный,2021,9990000.0
,53.7,Казань,9,1,9,Кирпичный,2008,10199992.8
Отсутствует,44.2,Казань,16,1,17,Кирпично-монолитный,2021,9899960.200000001
Отсутствует,57.04,Казань,8,2,9,Кирпично-монолитный,2023,9696800.0
Косметический,42.0,Казань,12,1,21,Монолитный,2016,9899988.0
Отсутствует,32.5,Казань,3,1,17,Кирпично-монолитный,2022,10499970.0
Дизайнерский,37.0,Казань,16,1,18,Монолитный,2022,9999990.0
Дизайнерский,47.5,Казань,16,0,19,Кирпичный,2020,9699975.0
Дизайнерский,46.2,Казань,10,1,18,Кирпичный,2009,9689988.0
Косметический,41.0,Казань,12,1,22,Кирпично-монолитный,2023,9889979.0
,52.0,Казань,7,1,18,Кирпично-монолитный,2017,9599980.0
Дизайнерский,38.9,Казань,16,1,19,Кирпично-монолитный,2023,10198996.5
,45.0,Казань,4,2,6,Кирпичный,2022,9699975.0
Отсутствует,40.65,Казань,14,1,16,Кирпичный,2023,10499976.299999999
Отсутствует,49.0,Казань,25,1,25,Кирпичный,2017,9899960.0
Дизайнерский,38.1,Казань,5,1,10,Кирпичный,2021,9798977.1
Предчистовая отделка,41.0,Казань,12,1,16,Монолитный,2016,9849963.0
,65.3,Казань,2,2,10,Кирпичный,2014,9499974.6
Косметический,48.9,Казань,7,1,12,Кирпичный,2010,10499954.7
Дизайнерский,35.0,Казань,2,1,5,Кирпичный,2001,9479995.0
Дизайнерский,34.2,Казань,8,1,10,Кирпичный,2022,10499981.4
,65.0,Казань,2,2,10,Кирпичный,2008,8989955.0
Косметический,63.0,Казань,3,3,9,Панельный,1983,8999991.0
,65.7,Казань,2,3,10,Панельный,1993,9099975.6
,71.3,Казань,7,3,10,Кирпичный,2021,8998986.9
,48.0,Казань,23,2,24,Кирпично-монолитный,2021,8400000.0
Отсутствует,48.0,Казань,12,2,25,Монолитный,2022,8299968.0
,43.0,Казань,14,2,24,Монолитный,2022,8049987.0
,73.2,Казань,12,2,18,Кирпичный,2009,8389964.4
,62.2,Казань,2,3,10,Панельный,1990,9398979.8
,43.0,Казань,10,2,24,Монолитный,2022,7999978.0
,57.8,Казань,4,3,5,Кирпичный,1969,9349959.2
Косметический,68.0,Казань,4,3,9,Иные,1983,9499940.0
,56.9,Казань,16,2,19,Монолитный,2016,8498982.299999999
Дизайнерский,47.0,Казань,17,2,19,Иные,2018,8499997.0
Дизайнерский,46.0,Казань,17,2,17,Кирпичный,2022,8499972.0
,52.2,Казань,4,2,20,Монолитный,2018,8899995.6
Отсутствует,60.4,Казань,16,2,18,Монолитный,2020,8998996.0
Косметический,49.7,Казань,15,2,19,Кирпичный,2017,8249951.500000001
Отсутствует,59.2,Казань,14,2,22,Монолитный,2023,9294400.0
,47.2,Казань,16,2,19,Монолитный,2017,8399995.200000001
Отсутствует,49.88,Казань,17,2,20,Кирпично-монолитный,2023,8989972.16
Отсутствует,53.4,Казань,5,2,10,Кирпичный,2021,8899964.4
Отсутствует,55.8,Казань,11,2,16,Кирпичный,2023,9449953.2
Отсутствует,53.0,Казань,7,2,9,Монолитный,2023,9199952.0
,60.1,Казань,1,2,10,Кирпичный,2013,8949971.8
Отсутствует,57.0,Казань,7,2,27,Монолитный,2025,8399976.0
Косметический,68.1,Казань,2,2,10,Кирпичный,2014,9499950.0
,58.0,Казань,2,2,10,Кирпичный,2023,9099968.0
Отсутствует,54.5,Казань,3,2,24,Монолитный,2021,9299989.0
Предчистовая отделка,58.69,Казань,5,2,25,Кирпично-монолитный,2023,9499974.23
,50.9,Казань,3,2,10,Кирпичный,2017,9299989.9
Отсутствует,47.3,Казань,4,2,10,Кирпичный,2024,9049956.299999999
Отсутствует,50.2,Казань,2,2,25,Кирпичный,2025,9299951.6
Дизайнерский,67.0,Казань,5,2,20,Кирпичный,2021,9598956.0
,52.0,Казань,9,2,18,Кирпично-монолитный,2017,9849996.0
Косметический,51.0,Казань,4,2,10,Кирпичный,2003,9499974.0
Отсутствует,56.11,Казань,3,2,5,Кирпично-монолитный,2023,9099975.91
,62.0,Казань,5,2,18,Монолитный,1998,9899974.0
Косметический,65.3,Казань,2,2,9,Монолитный,2013,9599948.9
Косметический,50.2,Казань,7,2,10,Кирпичный,2001,9499998.6
Дизайнерский,55.2,Казань,3,2,14,Кирпичный,2010,9449964.0
,64.5,Казань,3,2,10,Панельный,2006,9749949.0
,79.6,Казань,3,2,10,Кирпичный,2003,9998954.0
,54.0,Казань,17,2,19,Монолитный,2021,10189962.0
Отсутствует,57.5,Казань,15,2,17,Кирпично-монолитный,2022,10198947.5
,71.3,Казань,5,2,16,Кирпичный,2009,10148984.6
,79.0,Казань,3,2,7,Кирпично-монолитный,2005,9998951.0
,61.0,Казань,14,2,19,Кирпично-монолитный,2012,10499991.0
,70.3,Казань,5,2,7,Кирпичный,2016,10499937.7
Отсутствует,57.3,Казань,5,2,7,Кирпично-монолитный,2021,10499995.799999999
Отсутствует,57.3,Казань,4,2,7,Кирпично-монолитный,2021,10499995.799999999
Косметический,33.0,Москва,3,1,5,Кирпичный,1958,6499977.0
,73.9,Казань,5,2,10,Кирпичный,2006,10499933.700000001
,49.0,Казань,16,1,23,Монолитный,2023,8479989.0
Дизайнерский,35.0,Казань,22,1,24,Кирпичный,2021,8050000.0
Отсутствует,41.0,Казань,2,1,24,Кирпичный,2021,8099960.0
,30.9,Санкт-Петербург,8,1,11,Кирпично-монолитный,2020,10349985.9
,45.2,Санкт-Петербург,8,1,16,Кирпично-монолитный,2023,10399977.600000001
Отсутствует,37.38,Санкт-Петербург,8,1,12,Монолитный,2022,10199992.74
,45.75,Санкт-Петербург,8,1,13,Монолитный,2021,10299972.0
Косметический,38.5,Санкт-Петербург,5,1,16,Монолитный,2006,10299982.0
,42.6,Санкт-Петербург,4,1,24,Кирпичный,2006,10299998.4
Отсутствует,32.3,Санкт-Петербург,4,1,18,Монолитный,2023,10166974.1
,36.89,Санкт-Петербург,9,1,14,Кирпично-монолитный,2023,9899984.85
,48.39,Санкт-Петербург,5,1,24,Кирпично-монолитный,2022,10499952.540000001
С отделкой,37.0,Санкт-Петербург,7,1,14,Кирпично-монолитный,2021,9999990.0
,40.0,Санкт-Петербург,9,1,17,Кирпичный,2017,9690000.0
Дизайнерский,38.3,Санкт-Петербург,4,1,23,Монолитный,2020,10399982.0
Косметический,31.84,Санкт-Петербург,6,1,12,Монолитный,2020,9999988.8
Отсутствует,43.1,Санкт-Петербург,6,1,12,Монолитный,2022,9598973.4
Отсутствует,40.0,Санкт-Петербург,3,1,21,Кирпично-монолитный,2021,10190000.0
Косметический,34.8,Санкт-Петербург,4,1,23,Монолитный,2020,10199984.399999999
Отсутствует,37.0,Санкт-Петербург,6,1,13,Кирпично-монолитный,2021,9499972.0
Косметический,42.1,Санкт-Петербург,4,1,25,Панельный,2005,9999970.9
Отсутствует,35.0,Санкт-Петербург,4,1,12,Монолитный,2023,9794995.0
Чистовая отделка,42.3,Санкт-Петербург,3,1,13,Кирпично-монолитный,2022,9729084.6
,26.2,Санкт-Петербург,3,1,9,Кирпичный,2023,9641600.0
,46.28,Санкт-Петербург,6,1,24,Монолитный,2023,9894987.96
,38.0,Санкт-Петербург,2,1,10,Кирпично-монолитный,2016,9500000.0
,31.0,Санкт-Петербург,4,1,12,Монолитно-кирпичный,2022,9399975.0
Отсутствует,46.28,Санкт-Петербург,6,1,24,Монолитный,2023,9719957.0
Отсутствует,34.8,Санкт-Петербург,3,1,12,Кирпичный,2025,9444720.0
,42.6,Санкт-Петербург,1,1,23,Кирпично-монолитный,2015,9898962.0
,42.9,Санкт-Петербург,2,1,25,Кирпично-монолитный,2005,9898960.5
Косметический,43.1,Санкт-Петербург,3,1,11,Кирпично-монолитный,2019,9499972.700000001
Отсутствует,35.5,Санкт-Петербург,3,1,10,Монолитный,2022,9269973.0
Предчистовая отделка,39.0,Санкт-Петербург,2,1,14,Монолитный,2023,9414990.0
,39.2,Санкт-Петербург,2,1,14,Монолитный,2023,9415840.0
Отсутствует,41.22,Санкт-Петербург,2,1,25,Кирпично-монолитный,2024,9949972.14
,37.21,Санкт-Петербург,2,1,14,Монолитный,2021,9269978.46
Отсутствует,42.59,Санкт-Петербург,2,1,25,Кирпично-монолитный,2024,9799959.0
,31.8,Санкт-Петербург,4,1,10,Монолитно-кирпичный,2022,9249984.0
С отделкой,43.0,Санкт-Петербург,4,1,12,Монолитный,2022,9245000.0
Дизайнерский,39.4,Санкт-Петербург,2,1,16,Монолитный,2016,9199978.799999999
,43.7,Санкт-Петербург,4,1,25,Кирпично-монолитный,2017,9661545.600000001
Отсутствует,46.75,Санкт-Петербург,3,1,25,Кирпично-монолитный,2024,9659999.25
,42.8,Санкт-Петербург,4,1,12,Монолитный,2019,9202000.0
,46.0,Санкт-Петербург,4,1,26,Панельный,2016,9499966.0
,43.0,Санкт-Петербург,4,1,25,Кирпично-монолитный,2017,9508203.0
Отсутствует,34.0,Санкт-Петербург,3,1,10,Кирпичный,2022,8999970.0
Косметический,37.0,Санкт-Петербург,2,1,20,Кирпичный,2022,9699994.0
Предчистовая отделка,43.2,Санкт-Петербург,3,1,25,Кирпично-монолитный,2022,9322992.0
,23.2,Санкт-Петербург,3,1,9,Кирпичный,2023,8839200.0
,44.2,Санкт-Петербург,3,1,22,Кирпично-монолитный,2017,9439970.8
Косметический,43.0,Санкт-Петербург,4,1,25,Монолитный,2021,9199979.0
Отсутствует,39.86,Санкт-Петербург,3,1,25,Монолитный,2021,9299975.76
,47.4,Санкт-Петербург,3,1,25,Кирпично-монолитный,2017,9251058.0
Косметический,38.1,Санкт-Петербург,1,1,12,Кирпичный,2022,8799995.1
Дизайнерский,27.1,Санкт-Петербург,4,0,11,Монолитный,2022,8499996.3
,32.3,Санкт-Петербург,4,1,9,Панельный,1966,8699972.7
Хороший,36.7,Санкт-Петербург,4,1,12,Кирпичный,1991,8499976.9
Дизайнерский,24.3,Санкт-Петербург,4,0,11,Кирпично-монолитный,2022,8499994.200000001
Отсутствует,29.15,Санкт-Петербург,4,0,11,Монолитный,2023,8289997.649999999
Отсутствует,27.2,Санкт-Петербург,6,1,6,Кирпичный,2023,8588998.4
Чистовая отделка,36.0,Санкт-Петербург,1,1,10,Кирпично-монолитный,2023,8799984.0
Предчистовая отделка,29.07,Санкт-Петербург,3,0,11,Кирпично-монолитный,2023,8512742.52
,36.8,Санкт-Петербург,5,1,9,Кирпично-монолитный,2020,8398974.399999999
Чистовая отделка,32.5,Санкт-Петербург,6,1,11,Кирпично-монолитный,2025,8599987.5
,42.2,Санкт-Петербург,2,1,16,Кирпично-монолитный,2009,8179963.600000001
Косметический,42.9,Санкт-Петербург,4,1,11,Панельный,2008,8299991.7
Отсутствует,30.9,Санкт-Петербург,4,0,6,Кирпичный,1917,8089990.8
Косметический,40.6,Санкт-Петербург,5,1,9,Блочный,2002,8299979.800000001
,36.9,Санкт-Петербург,6,1,12,Кирпичный,1992,8279991.0
,41.4,Санкт-Петербург,4,1,19,Панельный,2007,8499999.6
,30.0,Санкт-Петербург,9,1,9,Монолитный,2020,8100000.0
,32.9,Санкт-Петербург,6,1,16,Кирпичный,1999,8239969.5
,39.1,Санкт-Петербург,3,1,17,Панельный,2007,8299991.600000001
,40.6,Санкт-Петербург,9,1,10,Панельный,2005,7949967.2
,36.3,Санкт-Петербург,9,1,23,Монолитный,2018,7969991.699999999
,36.0,Санкт-Петербург,10,1,10,Панельный,2000,8100000.0
Косметический,40.0,Санкт-Петербург,7,1,17,Панельный,2006,8000000.0
Косметический,44.5,Санкт-Петербург,8,1,16,Кирпичный,2006,7789992.0
,35.1,Санкт-Петербург,9,1,23,Монолитный,2012,7999992.0
Косметический,41.0,Санкт-Петербург,8,1,14,Монолитный,2008,7998977.0
,37.64,Санкт-Петербург,3,1,15,Монолитный,2023,7999967.96
,35.6,Санкт-Петербург,8,1,9,Кирпичный,1976,7599994.800000001
